tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador5,avaliador6,orientador_filiação,row_idx,orientador_nome,orientador_país,avaliador2_filiação,avaliador1_nome,avaliador1_país,avaliador2_nome,avaliador2_país,avaliador2_keyword_1,avaliador2_keyword_2,orientador_keyword_1,orientador_keyword_2,orientador_keyword_3,orientador_keyword_4,avaliador1_filiação,avaliador4_filiação,avaliador5_filiação,avaliador3_nome,avaliador3_país,avaliador6_nome,avaliador6_país,avaliador5_nome,avaliador5_país,avaliador3_filiação,avaliador4_nome,avaliador4_país,avaliador6_filiação,avaliador2_keyword_3,avaliador2_keyword_4,avaliador1_keyword_1,avaliador1_keyword_2,avaliador1_keyword_3,avaliador1_keyword_4,avaliador1_keyword_5,avaliador2_keyword_5,avaliador3_keyword_1,avaliador3_keyword_2,avaliador3_keyword_3,avaliador4_keyword_1,avaliador4_keyword_2,avaliador4_keyword_3,avaliador4_keyword_4,avaliador4_keyword_5,ano,orientador_keyword_5,orientador_keyword_6,avaliador6_keyword_1,avaliador6_keyword_2,avaliador6_keyword_3,avaliador6_keyword_4,avaliador3_keyword_4,avaliador3_keyword_5,avaliador1_keyword_6,avaliador4_keyword_6,avaliador2_keyword_6,avaliador2_keyword_7,avaliador2_keyword_8,avaliador2_keyword_9,avaliador2_keyword_10,avaliador2_keyword_11,avaliador2_keyword_12,avaliador2_keyword_13,avaliador1_keyword_7,avaliador6_keyword_5,avaliador1_keyword_8,avaliador1_keyword_9,avaliador1_keyword_10,avaliador1_keyword_11,avaliador3_keyword_6,avaliador4_keyword_7,avaliador3_keyword_7,avaliador5_keyword_1,avaliador5_keyword_2,avaliador5_keyword_3,avaliador5_keyword_4,avaliador3_keyword_8,avaliador3_keyword_9,avaliador3_keyword_10,avaliador3_keyword_11,avaliador3_keyword_12,avaliador3_keyword_13,orientador_genero,avaliador1_genero,avaliador2_genero,avaliador3_genero,avaliador4_genero,avaliador5_genero,avaliador6_genero
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/479696?guid=1652146358471&returnUrl=%2fresultado%2flistar%3fguid%3d1652146358471%26quantidadePaginas%3d1%26codigoRegistro%3d479696%23479696&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0002-9384-8347,sem orcid,orcid.org/0000-0002-5178-3661,orcid.org/0000-0002-9539-6874,,,UNICAMP,36,Rodolfo Azevedo,Brazil,sem orcid,Luiz C. V. dos Santos,Brazil,sem orcid,sem orcid,,,,,,,Universidade Federal de Santa Catarina,Universidade Estadual de Campinas,,Reinaldo Bergamaschi,no info,,,,,no info,Sandro Rigo,Brazil,,,,,,,,,,,,,Computer Architecture,Compilers,Code Optimization,High-Performance Computing,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,sem orcid,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/477379?guid=1652146396551&returnUrl=%2fresultado%2flistar%3fguid%3d1652146396551%26quantidadePaginas%3d1%26codigoRegistro%3d477379%23477379&i=1,sem orcid,sem orcid,orcid.org/0000-0002-7538-7305,orcid.org/0000-0002-8229-3139,orcid.org/0000-0003-4462-3325,,,sem orcid,37,sem orcid,sem orcid,Universidade Federal do Rio de Janeiro,sem orcid,sem orcid,Jayme L Szwarcfiter,no info,,,,,,,sem orcid,University of Campinas,,Yoshiko Wakabayashi,Brazil,,,,,Universidade de São Paulo,Orlando Lee,no info,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,Masculino,Feminino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/474920?guid=1652146445375&returnUrl=%2fresultado%2flistar%3fguid%3d1652146445375%26quantidadePaginas%3d1%26codigoRegistro%3d474920%23474920&i=1,orcid.org/0000-0002-2914-5380,sem orcid,orcid.org/0000-0003-1574-0362,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-5685-8004,,,Universidade Estadual de Campinas,38,Alexandre Falcao,Brazil,Instituto Tecnológico de Aeronáutica,sem orcid,sem orcid,Cesar Marcondes,Brazil,,,image processing, visualization, and analysis, (interactive) machine learning ,sem orcid,no info,,Helio Pedrini,Brazil,,,,,University of Campinas,Siome Goldenstein,no info,,,,,,,,,,image and video processing; machine learning; computer vision,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/473417?guid=1652146497651&returnUrl=%2fresultado%2flistar%3fguid%3d1652146497651%26quantidadePaginas%3d1%26codigoRegistro%3d473417%23473417&i=1,sem orcid,sem orcid,sem orcid,sem orcid,orcid.org/0000-0002-7699-8677,orcid.org/0000-0003-4462-3325,,sem orcid,39,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,Universidade de São Paulo,University of Campinas,sem orcid,sem orcid,,,Orlando Lee,no info,sem orcid,P. Feofiloff,Brazil,,,,,,,,,,,,,combinatorial optimization, graph theory, algorithms,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,sem orcid,sem orcid,Masculino,Masculino,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/477065?guid=1652146535502&returnUrl=%2fresultado%2flistar%3fguid%3d1652146535502%26quantidadePaginas%3d1%26codigoRegistro%3d477065%23477065&i=1,sem orcid,sem orcid,sem orcid,orcid.org/0000-0002-3823-8941,orcid.org/0000-0003-4290-6508,,,sem orcid,40,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,no info,,Luiz Eduardo Buzato,Brazil,,,,,University of Campinas,Eliane Martins,no info,,,,,,,,,,distributed systems,distributed algorithms,fault tolerance,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,sem orcid,Masculino,Feminino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/476654?guid=1652146631264&returnUrl=%2fresultado%2flistar%3fguid%3d1652146631264%26quantidadePaginas%3d1%26codigoRegistro%3d476654%23476654&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0002-7618-1405,orcid.org/0000-0001-8309-6367,orcid.org/0000-0002-7327-848X,sem orcid,,,Universidade Estadual de Campinas Instituto de Computação,41,Claudia Medeiros,Brazil,Universidade Estadual de Campinas,Cristina D Aguiar,Brazil,Ariadne Carvalho,no info,,,Scientific data management, Data interoperability, Open Science,,no info,sem orcid,,Clodoveu Davis,Brazil,,,,,Universidade Federal de Minas Gerais,sem orcid,sem orcid,,,,,,,,,,Spatial databases,Geographic Information Systems,Spatial Data Infrastructures,,,,,,2009,,,,,,,Geocoding,Urban Computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Feminino,Feminino,Masculino,sem orcid,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/771329?guid=1652146706573&returnUrl=%2fresultado%2flistar%3fguid%3d1652146706573%26quantidadePaginas%3d1%26codigoRegistro%3d771329%23771329&i=1,orcid.org/0000-0001-5201-1244,sem orcid,sem orcid,orcid.org/0000-0002-4830-5298,orcid.org/0000-0001-8309-6367,,,no info,42,Jacques Wainer,Brazil,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,Universidade Estadual de Campinas,,Maria Cecilia Calani Baranauskas,Brazil,,,,,Universidade Estadual de Campinas,Ariadne Carvalho,no info,,,,,,,,,,HCI,Socially Aware Design,Organizational Semiotics,,,,,,2009,,,,,,,Participatory Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,Feminino,Feminino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/768401?guid=1652146787796&returnUrl=%2fresultado%2flistar%3fguid%3d1652146787796%26quantidadePaginas%3d1%26codigoRegistro%3d768401%23768401&i=1,sem orcid,orcid.org/0000-0002-2614-2723,sem orcid,orcid.org/0000-0002-6023-5982,orcid.org/0000-0002-3891-1593,,,sem orcid,43,sem orcid,sem orcid,sem orcid,Wagner Meira Jr,no info,sem orcid,sem orcid,,,,,,,Universidade Federal de Minas Gerais,Universidade Estadual de Campinas,,Islene Calciolari Garcia,no info,,,,,University of Campinas,mario cortes,no info,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,Masculino,sem orcid,Feminino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/479677?guid=1652146831484&returnUrl=%2fresultado%2flistar%3fguid%3d1652146831484%26quantidadePaginas%3d1%26codigoRegistro%3d479677%23479677&i=1,orcid.org/0000-0002-1180-2637,sem orcid,orcid.org/0000-0003-3888-7340,orcid.org/0000-0001-9892-740X,orcid.org/0000-0002-3823-8941,,,UNICAMP - University of Campinas,44,Edmundo Madeira,no info,University of São Paulo,sem orcid,sem orcid,Fabio Kon,Brazil,Smart Cities, Software Development,,,,,sem orcid,University of Campinas,,Eleri Cardozo,Brazil,,,,,University of Campinas,Luiz Eduardo Buzato,Brazil,, Open Source, Agile Development,,,,,, Middleware,Unicamp, Poli/USP, ITA,distributed systems,distributed algorithms,fault tolerance,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/478324?guid=1652146863323&returnUrl=%2fresultado%2flistar%3fguid%3d1652146863323%26quantidadePaginas%3d1%26codigoRegistro%3d478324%23478324&i=1,orcid.org/0000-0002-5945-0845,orcid.org/0000-0002-8687-2613,orcid.org/0000-0002-9955-5721,orcid.org/0000-0002-1067-6421,orcid.org/0000-0003-4462-3325,,,Universidade Estadual de Campinas,45,Cid de Souza,Brazil,no info,Eduardo Uchoa,no info,Alexandre Cunha,no info,,,Integer Programming,Combinatorial Optimization,Algorithms (design and analysis),Operations Research,no info,University of Campinas,,Flávio K. Miyazawa,no info,,,,,no info,Orlando Lee,no info,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/478370?guid=1652146901008&returnUrl=%2fresultado%2flistar%3fguid%3d1652146901008%26quantidadePaginas%3d1%26codigoRegistro%3d478370%23478370&i=1,sem orcid,orcid.org/0000-0003-3233-0314,orcid.org/0000-0003-3692-2202,sem orcid,orcid.org/0000-0002-8803-0401,,,sem orcid,46,sem orcid,sem orcid,no info,Joice Lee Otsuka,Brazil,Delano Beder,no info,,,,,,,Federal University of São Carlos,UNICAMP,,sem orcid,sem orcid,,,,,sem orcid,Rodolfo Azevedo,Brazil,,,,educational game,accessibility,inclusive design,serious game,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,Feminino,Masculino,sem orcid,Masculino,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/478387?guid=1652454647273&returnUrl=%2fresultado%2flistar%3fguid%3d1652454647273%26quantidadePaginas%3d1%26codigoRegistro%3d478387%23478387&i=10,sem orcid,orcid.org/0000-0001-6261-1497,orcid.org/0000-0002-6023-5982,,,,,sem orcid,0,sem orcid,sem orcid,University of Campinas,Marcelo Fantinato,Brazil,Islene Calciolari Garcia,no info,,,,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,Masculino,Feminino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/480801?guid=1652455092338&returnUrl=%2fresultado%2flistar%3fguid%3d1652455092338%26quantidadePaginas%3d1%26codigoRegistro%3d480801%23480801&i=1,orcid.org/0000-0003-4549-7105,orcid.org/0000-0003-3692-2202,orcid.org/0000-0002-6023-5982,,,,,no info,1,Cecilia Mary Fischer Rubira Rubira,no info,University of Campinas,Delano Beder,no info,Islene Calciolari Garcia,no info,,,,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Masculino,Feminino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/772832?guid=1652455280143&returnUrl=%2fresultado%2flistar%3fguid%3d1652455280143%26quantidadePaginas%3d1%26codigoRegistro%3d772832%23772832&i=1,orcid.org/0000-0001-7878-4990,sem orcid,orcid.org/0000-0003-3333-6822,,,,,State University of Campinas,2,Joao Meidanis,no info,University of Campinas,sem orcid,sem orcid,Zanoni Dias,Brazil,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/771277?guid=1652455304761&returnUrl=%2fresultado%2flistar%3fguid%3d1652455304761%26quantidadePaginas%3d1%26codigoRegistro%3d771277%23771277&i=1,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-6750-5965,orcid.org/0000-0001-8309-6367,,,,,Universidade Estadual de Campinas,3,Maria Cecilia Calani Baranauskas,Brazil,Universidade Estadual de Campinas,Laura Sánchez García,no info,Ariadne Carvalho,no info,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,Pontifícia Universidade Católica do Rio de Janeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Feminino,Feminino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/480734?guid=1652455347477&returnUrl=%2fresultado%2flistar%3fguid%3d1652455347477%26quantidadePaginas%3d1%26codigoRegistro%3d480734%23480734&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0002-1756-4852,orcid.org/0000-0003-4262-5474,,,,,Universidade Estadual de Campinas Instituto de Computação,4,Claudia Medeiros,Brazil,Universidade Federal de Santa Catarina,André Santanchè,no info,RONALDO DOS SANTOS MELLO,no info,,,Scientific data management, Data interoperability, Open Science,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/480729?guid=1652455376734&returnUrl=%2fresultado%2flistar%3fguid%3d1652455376734%26quantidadePaginas%3d1%26codigoRegistro%3d480729%23480729&i=6,orcid.org/0000-0003-4549-7105,sem orcid,orcid.org/0000-0003-4290-6508,,,,,no info,5,Cecilia Mary Fischer Rubira Rubira,no info,no info,sem orcid,sem orcid,Eliane Martins,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/771272?guid=1652455436796&returnUrl=%2fresultado%2flistar%3fguid%3d1652455436796%26quantidadePaginas%3d1%26codigoRegistro%3d771272%23771272&i=2,orcid.org/0000-0001-9772-263X,sem orcid,orcid.org/0000-0002-4236-8212,,,,,Universidade Estadual de Campinas,6,Ricardo Torres,Netherlands,Universidade Estadual de Campinas,sem orcid,sem orcid,Anderson Rocha,Brazil,Machine Intelligence; Digital Forensics; Reasoning for Complex Data,,multimedia retrieval,multimedia classification,machine learning,information visualization,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,data science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/771295?guid=1652455506726&returnUrl=%2fresultado%2flistar%3fguid%3d1652455506726%26quantidadePaginas%3d1%26codigoRegistro%3d771295%23771295&i=1,orcid.org/0000-0003-4462-3325,orcid.org/0000-0002-5259-2859,orcid.org/0000-0003-2998-6785,orcid.org/0000-0002-1067-6421,,,,University of Campinas,7,Orlando Lee,no info,State University of Campinas,Cristina G. Fernandes,no info,LUIS MEIRA,Brazil,optimization,Algorithms,,,,,University of Sao Paulo,,,Flávio K. Miyazawa,no info,,,,,no info,,,,Petroleum engineering,graphs,approximation algorithms,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,Masculino,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/771289?guid=1652455546932&returnUrl=%2fresultado%2flistar%3fguid%3d1652455546932%26quantidadePaginas%3d1%26codigoRegistro%3d771289%23771289&i=1,orcid.org/0000-0001-9772-263X,sem orcid,orcid.org/0000-0001-5015-2131,,,,,Universidade Estadual de Campinas,8,Ricardo Torres,Netherlands,no info,sem orcid,sem orcid,Neucimar Leite,no info,,,multimedia retrieval,multimedia classification,machine learning,information visualization,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,data science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/776438?guid=1652455588072&returnUrl=%2fresultado%2flistar%3fguid%3d1652455588072%26quantidadePaginas%3d1%26codigoRegistro%3d776438%23776438&i=1,sem orcid,sem orcid,orcid.org/0000-0001-7878-4990,,,,,sem orcid,9,sem orcid,sem orcid,State University of Campinas,sem orcid,sem orcid,Joao Meidanis,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/771302?guid=1652455643670&returnUrl=%2fresultado%2flistar%3fguid%3d1652455643670%26quantidadePaginas%3d1%26codigoRegistro%3d771302%23771302&i=1,orcid.org/0000-0002-6540-8686,orcid.org/0000-0002-3691-6171,orcid.org/0000-0002-7002-875X,,,,,University of Campinas,10,Paulo de Geus,Brazil,University of Campinas,Leonardo Oliveira,no info,Ricardo Dahab,Brazil,Cryptography, Graph Theory,Computer Security,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/779146?guid=1652455678509&returnUrl=%2fresultado%2flistar%3fguid%3d1652455678509%26quantidadePaginas%3d1%26codigoRegistro%3d779146%23779146&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0003-2823-4725,orcid.org/0000-0002-1180-2637,,,,,Universidade Estadual de Campinas,11,Nelson L. S. da Fonseca,no info,UNICAMP - University of Campinas,Marcelo Abbade,Brazil,Edmundo Madeira,no info,,,,,,,Fundação CPqD Centro de Pesquisa e Desenvolvimento em Telecomunicações,,,,,,,,,,,,,,,Optical Communications,Optical Networks,Nonlinear Optics,Radio-over-fiber,Physical Layer Security,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/771269?guid=1652455749917&returnUrl=%2fresultado%2flistar%3fguid%3d1652455749917%26quantidadePaginas%3d1%26codigoRegistro%3d771269%23771269&i=3,orcid.org/0000-0002-4830-5298,sem orcid,sem orcid,,,,,Universidade Estadual de Campinas,12,Maria Cecilia Calani Baranauskas,Brazil,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/772338?guid=1652455780509&returnUrl=%2fresultado%2flistar%3fguid%3d1652455780509%26quantidadePaginas%3d1%26codigoRegistro%3d772338%23772338&i=1,orcid.org/0000-0002-6731-1482,sem orcid,orcid.org/0000-0002-7002-875X,,,,,no info,13,Julio Cesar Lopez Hernandez,Mexico,University of Campinas,sem orcid,sem orcid,Ricardo Dahab,Brazil,Cryptography, Graph Theory,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/771256?guid=1652455877584&returnUrl=%2fresultado%2flistar%3fguid%3d1652455877584%26quantidadePaginas%3d1%26codigoRegistro%3d771256%23771256&i=1,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-7789-3359,orcid.org/0000-0003-2046-602X,,,,,UNICAMP - University of Campinas,14,Edmundo Madeira,no info,Universidade Estadual de Campinas,Luís Henrique M. K. Costa,no info,Nelson L. S. da Fonseca,no info,,,,,,,Universidade Federal do Rio de Janeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/778145?guid=1652455918157&returnUrl=%2fresultado%2flistar%3fguid%3d1652455918157%26quantidadePaginas%3d1%26codigoRegistro%3d778145%23778145&i=1,orcid.org/0000-0001-5201-1244,sem orcid,sem orcid,,,,,Universidade Estadual de Campinas (UNICAMP),15,Jacques Wainer,Brazil,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/779116?guid=1652455959753&returnUrl=%2fresultado%2flistar%3fguid%3d1652455959753%26quantidadePaginas%3d1%26codigoRegistro%3d779116%23779116&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0002-9957-5861,orcid.org/0000-0002-9539-6874,,,,,UNICAMP,16,Rodolfo Azevedo,Brazil,Universidade Estadual de Campinas,Philippe Navaux,Brazil,Sandro Rigo,Brazil,Computer Architecture,Compilers,,,,,Universidade Federal do Rio Grande do Sul,,,,,,,,,,,,,Code Optimization,High-Performance Computing,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/779140?guid=1652455987226&returnUrl=%2fresultado%2flistar%3fguid%3d1652455987226%26quantidadePaginas%3d1%26codigoRegistro%3d779140%23779140&i=1,orcid.org/0000-0002-8803-0401,sem orcid,sem orcid,,,,,UNICAMP,17,Rodolfo Azevedo,Brazil,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/777443?guid=1652456053770&returnUrl=%2fresultado%2flistar%3fguid%3d1652456053770%26quantidadePaginas%3d1%26codigoRegistro%3d777443%23777443&i=1,orcid.org/0000-0002-8803-0401,sem orcid,orcid.org/0000-0002-9539-6874,,,,,UNICAMP,18,Rodolfo Azevedo,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,Sandro Rigo,Brazil,Computer Architecture,Compilers,,,,,sem orcid,,,,,,,,,,,,,Code Optimization,High-Performance Computing,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/778260?guid=1652456087569&returnUrl=%2fresultado%2flistar%3fguid%3d1652456087569%26quantidadePaginas%3d1%26codigoRegistro%3d778260%23778260&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0003-1399-7535,orcid.org/0000-0003-1908-4753,,,,,UNICAMP,19,Rodolfo Azevedo,Brazil,Universidade Estadual de Campinas Instituto de Computação,Marco Gerosa,United States,Claudia Medeiros,Brazil,Scientific data management, Data interoperability,,,,,Universidade de São Paulo,,,,,,,,,,,,, Open Science,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Feminino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/774177?guid=1652456113732&returnUrl=%2fresultado%2flistar%3fguid%3d1652456113732%26quantidadePaginas%3d1%26codigoRegistro%3d774177%23774177&i=1,orcid.org/0000-0002-8856-194X,sem orcid,orcid.org/0000-0002-3823-8941,,,,,University of Campinas,20,Ricardo Anido,Brazil,University of Campinas,sem orcid,sem orcid,Luiz Eduardo Buzato,Brazil,distributed systems,distributed algorithms,,,,,sem orcid,,,,,,,,,,,,,fault tolerance,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/779402?guid=1652456152811&returnUrl=%2fresultado%2flistar%3fguid%3d1652456152811%26quantidadePaginas%3d1%26codigoRegistro%3d779402%23779402&i=1,orcid.org/0000-0001-5685-8004,sem orcid,orcid.org/0000-0001-5015-2131,,,,,no info,21,Siome Goldenstein,no info,no info,sem orcid,sem orcid,Neucimar Leite,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
,https://repositorio.unicamp.br/acervo/detalhe/774079?guid=1652456190402&returnUrl=%2fresultado%2flistar%3fguid%3d1652456190402%26quantidadePaginas%3d1%26codigoRegistro%3d774079%23774079&i=1,orcid.org/0000-0001-5685-8004,sem orcid,orcid.org/0000-0001-5396-9868,,,,,no info,22,Siome Goldenstein,no info,Universidade Estadual de Campinas,sem orcid,sem orcid,Eduardo Valle,Brazil,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
